f1,f2,f3
-2.302585092994045,5.79026593454434,7.089326554385388
-2.302585092994045,5.863915226161008,7.608424100940929
-2.302585092994045,5.6667726490223,6.1270875008926975
-2.302585092994045,5.572534188046247,9.165248859354373
-2.302585092994045,5.1879443090666655,7.219715243893441
-2.302585092994045,5.720639591722624,7.8268819856755005
-2.302585092994045,5.438513997041321,7.100109671476464
-2.302585092994045,5.717356594683317,7.451299755310853
-2.302585092994045,5.759217181544303,6.525176274660675
-2.302585092994045,5.481055503227208,7.900303100573046
-2.302585092994045,5.861071083174387,6.2749503274283525
1.1314021114911006,4.970507503005477,10.529535603062618
-2.302585092994045,5.6667726490223,7.823285721909883
-2.302585092994045,5.707442435487687,9.740856852086331
-2.302585092994045,4.997887721273753,10.467297390279018
-2.302585092994045,5.663307642090483,7.227008690271237
-2.302585092994045,5.489350863944013,5.541655625147767
-2.302585092994045,5.347583607850956,8.315835593423884
-2.302585092994045,5.557214087568064,9.319203745457912
-2.302585092994045,5.472690753492817,9.924960352943838
-2.302585092994045,5.79026593454434,7.4019025896953154
-2.302585092994045,5.3757412635128405,8.289313442001589
-2.302585092994045,5.79026593454434,5.268373490174964
-2.302585092994045,5.130490255904535,9.768360601971477
5.242275975664413,5.7623657987550985,7.8682925349758515
-2.302585092994045,5.670225691127357,9.692710964121654
-2.302585092994045,5.303802296778606,6.97176240895643
-2.302585092994045,5.338018733399589,7.473693892801039
-2.302585092994045,6.1183174381039045,8.870957904738868
-2.302585092994045,5.2786247332023,7.588374308964813
-2.302585092994045,5.371103036273683,5.680513847716846
-2.302585092994045,5.442850517280336,10.035922719524828
-2.302585092994045,5.670225691127357,7.541736148872866
-2.302585092994045,5.384953673207583,7.911360675183
-2.302585092994045,5.690697235107546,8.400906535624857
-2.302585092994045,5.529825834193875,6.804725378662593
-2.302585092994045,5.303802296778606,9.085015215898759
-2.302585092994045,5.2786247332023,7.268989812176888
-2.302585092994045,5.33320176840154,7.721836082437711
-2.302585092994045,5.617134667930528,6.263588720643813
-2.302585092994045,5.182345190295616,7.569979226888572
-2.302585092994045,5.347583607850956,7.66439355732328
3.3357695763397004,5.937800022522287,5.627980761239918
-2.302585092994045,5.521860837883573,8.81360207424796
-2.302585092994045,5.4852117851871265,9.68769814310891
-2.302585092994045,5.649326288860142,8.084593240900755
-2.302585092994045,5.476881874464278,8.312159659274345
-2.302585092994045,5.247550249494384,6.1270875008926975
-2.302585092994045,5.4076201014384875,7.1492101500675975
-2.302585092994045,5.883600901232038,7.580750771331228
-2.302585092994045,5.3895282466014205,7.3970099128199855
-2.302585092994045,5.61349300330874,5.880812277004387
-2.302585092994045,5.3895282466014205,7.668140458807759
-2.302585092994045,5.620763118936108,8.32871673201033
-2.302585092994045,5.6940687824685625,9.795072376149072
-2.302585092994045,5.283711214158674,8.76046872754719
-2.302585092994045,5.609838028479659,8.84232999551656
-2.302585092994045,5.635146682266062,8.16026107155347
-2.302585092994045,5.338018733399589,9.16879936903131
-2.302585092994045,5.328361487896413,8.219353033198397
-2.302585092994045,5.74652262833236,7.129377673924407
-2.302585092994045,5.361761539104571,7.2535411515887
-2.302585092994045,5.765504533284197,6.6465203765452046
-2.302585092994045,5.656341400056065,6.845986252584505
-2.302585092994045,5.384953673207583,8.06906063698867
-2.302585092994045,5.53772789032612,7.4524604541818045
-2.302585092994045,5.733664849138073,6.634764755273348
-2.302585092994045,5.670225691127357,5.215479088239032
-2.302585092994045,5.318610069815799,5.533784667551077
-2.302585092994045,5.714062784063757,6.980168959491182
-2.302585092994045,5.541655625147767,7.025627199577026
-2.302585092994045,5.717356594683317,7.900303100573046
-2.302585092994045,5.6598305871270185,7.838382746956345
-2.302585092994045,5.765504533284197,8.92240493409676
-2.302585092994045,5.371103036273683,5.736894826106403
-2.302585092994045,5.5455679932054815,7.883484046604902
-2.302585092994045,5.6061696457892,5.714062784063757
-2.302585092994045,5.68391984555995,7.812823270833813
-2.302585092994045,5.5610661724546055,6.624198021107308
